[2025-08-10 23:04:40] [INFO] Exfiltration Logger started at 08/10/2025 23:04:40
[2025-08-10 23:04:40] [INFO] Log file: C:\ProgramData\CustomSecurityLogs\CUSTOM_LOGGERS\Exfiltration_20250810_230440.log
[2025-08-10 23:04:40] [INFO] PowerShell Version: 5.1.26100.4652
[2025-08-10 23:04:40] [INFO] OS: Microsoft Windows 11 Home Single Language
[2025-08-10 23:04:40] [INFO] OT Environment Detection Enabled
[2025-08-10 23:04:40] [INFO] Sysmon service detected and running: Sysmon
[2025-08-10 23:04:40] [INFO] Starting exfiltration monitoring loop...
[2025-08-10 23:05:15] [INFO] OT file moved to potential staging location | EventID: 11 | Process: C:\WINDOWS\system32\backgroundTaskHost.exe | PID: 46988 | TargetFile: C:\Users\Swaraj\AppData\Local\Packages\Microsoft.WindowsFeedbackHub_8wekyb3d8bbwe\TempState\FBHubApp_20250810T230423_60be902a-ec9b-470c-9863-584613d2fdf9.log | Technique: T1020 - Automated Exfiltration
[2025-08-10 23:32:12] [INFO] OT file moved to potential staging location | EventID: 11 | Process: C:\WINDOWS\system32\svchost.exe | PID: 48504 | TargetFile: C:\Users\Swaraj\AppData\Local\Comms\Unistore\data\temp\TempIds90000d0e0000000200ff.dat | Technique: T1020 - Automated Exfiltration
[2025-08-10 23:32:12] [INFO] OT file moved to potential staging location | EventID: 11 | Process: C:\WINDOWS\Explorer.EXE | PID: 40404 | TargetFile: C:\Users\Swaraj\AppData\Local\Temp\xml_file (310).xml | Technique: T1020 - Automated Exfiltration
[2025-08-10 23:32:12] [INFO] OT file moved to potential staging location | EventID: 11 | Process: C:\WINDOWS\Explorer.EXE | PID: 40404 | TargetFile: C:\Users\Swaraj\AppData\Local\Temp\xml_file (309).xml | Technique: T1020 - Automated Exfiltration
[2025-08-10 23:32:12] [INFO] OT file moved to potential staging location | EventID: 11 | Process: C:\WINDOWS\system32\svchost.exe | PID: 48504 | TargetFile: C:\Users\Swaraj\AppData\Local\Comms\Unistore\data\temp\TempIds90000d0d0000000201b5.dat | Technique: T1020 - Automated Exfiltration
[2025-08-10 23:32:12] [INFO] OT file moved to potential staging location | EventID: 11 | Process: C:\WINDOWS\system32\svchost.exe | PID: 48504 | TargetFile: C:\Users\Swaraj\AppData\Local\Comms\Unistore\data\temp\TempIds90000d0d0000000201a8.dat | Technique: T1020 - Automated Exfiltration
[2025-08-10 23:32:12] [INFO] OT file moved to potential staging location | EventID: 11 | Process: C:\WINDOWS\system32\svchost.exe | PID: 48504 | TargetFile: C:\Users\Swaraj\AppData\Local\Comms\Unistore\data\temp\TempIds90000d0d0000000200ff.dat | Technique: T1020 - Automated Exfiltration
[2025-08-10 23:32:12] [INFO] OT file moved to potential staging location | EventID: 11 | Process: C:\WINDOWS\system32\svchost.exe | PID: 48504 | TargetFile: C:\Users\Swaraj\AppData\Local\Comms\Unistore\data\temp\TempIds90000d0c0000000201b5.dat | Technique: T1020 - Automated Exfiltration
[2025-08-10 23:32:12] [INFO] OT file moved to potential staging location | EventID: 11 | Process: C:\WINDOWS\system32\svchost.exe | PID: 48504 | TargetFile: C:\Users\Swaraj\AppData\Local\Comms\Unistore\data\temp\TempIds90000d0c0000000201a8.dat | Technique: T1020 - Automated Exfiltration
[2025-08-10 23:32:12] [INFO] OT file moved to potential staging location | EventID: 11 | Process: C:\WINDOWS\system32\svchost.exe | PID: 48504 | TargetFile: C:\Users\Swaraj\AppData\Local\Comms\Unistore\data\temp\TempIds90000d0c0000000200ff.dat | Technique: T1020 - Automated Exfiltration
[2025-08-10 23:32:12] [INFO] OT file moved to potential staging location | EventID: 11 | Process: C:\WINDOWS\system32\svchost.exe | PID: 48504 | TargetFile: C:\Users\Swaraj\AppData\Local\Comms\Unistore\data\temp\TempIds90000d0b0000000201b5.dat | Technique: T1020 - Automated Exfiltration
[2025-08-10 23:32:12] [INFO] OT file moved to potential staging location | EventID: 11 | Process: C:\WINDOWS\system32\svchost.exe | PID: 48504 | TargetFile: C:\Users\Swaraj\AppData\Local\Comms\Unistore\data\temp\TempIds90000d0b0000000201a8.dat | Technique: T1020 - Automated Exfiltration
[2025-08-10 23:32:12] [INFO] OT file moved to potential staging location | EventID: 11 | Process: C:\WINDOWS\system32\svchost.exe | PID: 48504 | TargetFile: C:\Users\Swaraj\AppData\Local\Comms\Unistore\data\temp\TempIds90000d0b0000000200ff.dat | Technique: T1020 - Automated Exfiltration
[2025-08-10 23:32:12] [INFO] OT file moved to potential staging location | EventID: 11 | Process: C:\WINDOWS\system32\svchost.exe | PID: 48504 | TargetFile: C:\Users\Swaraj\AppData\Local\Comms\Unistore\data\temp\TempIds90000d0a0000000201b5.dat | Technique: T1020 - Automated Exfiltration
[2025-08-10 23:32:12] [INFO] OT file moved to potential staging location | EventID: 11 | Process: C:\WINDOWS\system32\svchost.exe | PID: 48504 | TargetFile: C:\Users\Swaraj\AppData\Local\Comms\Unistore\data\temp\TempIds90000d0a0000000201a8.dat | Technique: T1020 - Automated Exfiltration
[2025-08-10 23:32:12] [INFO] OT file moved to potential staging location | EventID: 11 | Process: C:\WINDOWS\system32\svchost.exe | PID: 48504 | TargetFile: C:\Users\Swaraj\AppData\Local\Comms\Unistore\data\temp\TempIds90000d0a0000000200ff.dat | Technique: T1020 - Automated Exfiltration
[2025-08-10 23:32:12] [INFO] OT file moved to potential staging location | EventID: 11 | Process: C:\WINDOWS\system32\svchost.exe | PID: 48504 | TargetFile: C:\Users\Swaraj\AppData\Local\Comms\Unistore\data\temp\TempIds90000d090000000201b5.dat | Technique: T1020 - Automated Exfiltration
[2025-08-10 23:32:12] [INFO] OT file moved to potential staging location | EventID: 11 | Process: C:\WINDOWS\system32\svchost.exe | PID: 48504 | TargetFile: C:\Users\Swaraj\AppData\Local\Comms\Unistore\data\temp\TempIds90000d090000000201a8.dat | Technique: T1020 - Automated Exfiltration
[2025-08-10 23:32:12] [INFO] OT file moved to potential staging location | EventID: 11 | Process: C:\WINDOWS\system32\svchost.exe | PID: 48504 | TargetFile: C:\Users\Swaraj\AppData\Local\Comms\Unistore\data\temp\TempIds90000d090000000200ff.dat | Technique: T1020 - Automated Exfiltration
[2025-08-10 23:32:12] [INFO] OT file moved to potential staging location | EventID: 11 | Process: C:\WINDOWS\system32\svchost.exe | PID: 48504 | TargetFile: C:\Users\Swaraj\AppData\Local\Comms\Unistore\data\temp\TempIds90000d080000000201b5.dat | Technique: T1020 - Automated Exfiltration
[2025-08-10 23:32:12] [INFO] OT file moved to potential staging location | EventID: 11 | Process: C:\WINDOWS\system32\svchost.exe | PID: 48504 | TargetFile: C:\Users\Swaraj\AppData\Local\Comms\Unistore\data\temp\TempIds90000d080000000201a8.dat | Technique: T1020 - Automated Exfiltration
[2025-08-10 23:32:12] [INFO] OT file moved to potential staging location | EventID: 11 | Process: C:\WINDOWS\system32\svchost.exe | PID: 48504 | TargetFile: C:\Users\Swaraj\AppData\Local\Comms\Unistore\data\temp\TempIds90000d080000000200ff.dat | Technique: T1020 - Automated Exfiltration
[2025-08-10 23:32:12] [INFO] OT file moved to potential staging location | EventID: 11 | Process: C:\WINDOWS\system32\svchost.exe | PID: 48504 | TargetFile: C:\Users\Swaraj\AppData\Local\Comms\Unistore\data\temp\TempIds90000d070000000201b5.dat | Technique: T1020 - Automated Exfiltration
[2025-08-10 23:32:12] [INFO] OT file moved to potential staging location | EventID: 11 | Process: C:\WINDOWS\system32\svchost.exe | PID: 48504 | TargetFile: C:\Users\Swaraj\AppData\Local\Comms\Unistore\data\temp\TempIds90000d070000000201a8.dat | Technique: T1020 - Automated Exfiltration
[2025-08-10 23:32:12] [INFO] OT file moved to potential staging location | EventID: 11 | Process: C:\WINDOWS\system32\svchost.exe | PID: 48504 | TargetFile: C:\Users\Swaraj\AppData\Local\Comms\Unistore\data\temp\TempIds90000d070000000200ff.dat | Technique: T1020 - Automated Exfiltration
[2025-08-10 23:32:12] [INFO] OT file moved to potential staging location | EventID: 11 | Process: C:\WINDOWS\system32\svchost.exe | PID: 48504 | TargetFile: C:\Users\Swaraj\AppData\Local\Comms\Unistore\data\temp\TempIds90000d060000000201b5.dat | Technique: T1020 - Automated Exfiltration
[2025-08-10 23:32:12] [INFO] OT file moved to potential staging location | EventID: 11 | Process: C:\WINDOWS\system32\svchost.exe | PID: 48504 | TargetFile: C:\Users\Swaraj\AppData\Local\Comms\Unistore\data\temp\TempIds90000d060000000201a8.dat | Technique: T1020 - Automated Exfiltration
[2025-08-10 23:32:13] [INFO] OT file moved to potential staging location | EventID: 11 | Process: C:\WINDOWS\system32\svchost.exe | PID: 48504 | TargetFile: C:\Users\Swaraj\AppData\Local\Comms\Unistore\data\temp\TempIds90000d060000000200ff.dat | Technique: T1020 - Automated Exfiltration
[2025-08-10 23:32:13] [INFO] OT file moved to potential staging location | EventID: 11 | Process: C:\WINDOWS\system32\svchost.exe | PID: 48504 | TargetFile: C:\Users\Swaraj\AppData\Local\Comms\Unistore\data\temp\TempIds90000d050000000201b5.dat | Technique: T1020 - Automated Exfiltration
[2025-08-10 23:32:13] [INFO] OT file moved to potential staging location | EventID: 11 | Process: C:\WINDOWS\system32\svchost.exe | PID: 48504 | TargetFile: C:\Users\Swaraj\AppData\Local\Comms\Unistore\data\temp\TempIds90000d050000000201a8.dat | Technique: T1020 - Automated Exfiltration
[2025-08-10 23:32:13] [INFO] OT file moved to potential staging location | EventID: 11 | Process: C:\WINDOWS\system32\svchost.exe | PID: 48504 | TargetFile: C:\Users\Swaraj\AppData\Local\Comms\Unistore\data\temp\TempIds90000d050000000200ff.dat | Technique: T1020 - Automated Exfiltration
[2025-08-10 23:32:13] [INFO] OT file moved to potential staging location | EventID: 11 | Process: C:\WINDOWS\system32\svchost.exe | PID: 48504 | TargetFile: C:\Users\Swaraj\AppData\Local\Comms\Unistore\data\temp\TempIds90000d040000000201b5.dat | Technique: T1020 - Automated Exfiltration
[2025-08-10 23:32:13] [INFO] OT file moved to potential staging location | EventID: 11 | Process: C:\WINDOWS\system32\svchost.exe | PID: 48504 | TargetFile: C:\Users\Swaraj\AppData\Local\Comms\Unistore\data\temp\TempIds90000d040000000201a8.dat | Technique: T1020 - Automated Exfiltration
[2025-08-10 23:32:13] [INFO] OT file moved to potential staging location | EventID: 11 | Process: C:\WINDOWS\system32\svchost.exe | PID: 48504 | TargetFile: C:\Users\Swaraj\AppData\Local\Comms\Unistore\data\temp\TempIds90000d040000000200ff.dat | Technique: T1020 - Automated Exfiltration
[2025-08-10 23:32:13] [INFO] OT file moved to potential staging location | EventID: 11 | Process: C:\WINDOWS\system32\svchost.exe | PID: 48504 | TargetFile: C:\Users\Swaraj\AppData\Local\Comms\Unistore\data\temp\TempIds90000d030000000201b5.dat | Technique: T1020 - Automated Exfiltration
[2025-08-10 23:32:13] [INFO] OT file moved to potential staging location | EventID: 11 | Process: C:\WINDOWS\system32\svchost.exe | PID: 48504 | TargetFile: C:\Users\Swaraj\AppData\Local\Comms\Unistore\data\temp\TempIds90000d030000000201a8.dat | Technique: T1020 - Automated Exfiltration
[2025-08-10 23:32:13] [INFO] OT file moved to potential staging location | EventID: 11 | Process: C:\WINDOWS\system32\svchost.exe | PID: 48504 | TargetFile: C:\Users\Swaraj\AppData\Local\Comms\Unistore\data\temp\TempIds90000d030000000200ff.dat | Technique: T1020 - Automated Exfiltration
[2025-08-10 23:32:13] [INFO] OT file moved to potential staging location | EventID: 11 | Process: C:\WINDOWS\system32\svchost.exe | PID: 48504 | TargetFile: C:\Users\Swaraj\AppData\Local\Comms\Unistore\data\temp\TempIds90000d020000000201b5.dat | Technique: T1020 - Automated Exfiltration
[2025-08-10 23:32:13] [INFO] OT file moved to potential staging location | EventID: 11 | Process: C:\WINDOWS\system32\svchost.exe | PID: 48504 | TargetFile: C:\Users\Swaraj\AppData\Local\Comms\Unistore\data\temp\TempIds90000d020000000201a8.dat | Technique: T1020 - Automated Exfiltration
[2025-08-10 23:32:13] [INFO] OT file moved to potential staging location | EventID: 11 | Process: C:\WINDOWS\system32\svchost.exe | PID: 48504 | TargetFile: C:\Users\Swaraj\AppData\Local\Comms\Unistore\data\temp\TempIds90000d020000000200ff.dat | Technique: T1020 - Automated Exfiltration
[2025-08-10 23:32:13] [INFO] OT file moved to potential staging location | EventID: 11 | Process: C:\WINDOWS\system32\svchost.exe | PID: 48504 | TargetFile: C:\Users\Swaraj\AppData\Local\Comms\Unistore\data\temp\TempIds90000d010000000201b5.dat | Technique: T1020 - Automated Exfiltration
[2025-08-10 23:32:13] [INFO] OT file moved to potential staging location | EventID: 11 | Process: C:\WINDOWS\system32\svchost.exe | PID: 48504 | TargetFile: C:\Users\Swaraj\AppData\Local\Comms\Unistore\data\temp\TempIds90000d010000000201a8.dat | Technique: T1020 - Automated Exfiltration
[2025-08-10 23:32:13] [INFO] OT file moved to potential staging location | EventID: 11 | Process: C:\WINDOWS\system32\svchost.exe | PID: 48504 | TargetFile: C:\Users\Swaraj\AppData\Local\Comms\Unistore\data\temp\TempIds90000d010000000200ff.dat | Technique: T1020 - Automated Exfiltration
[2025-08-10 23:32:13] [INFO] OT file moved to potential staging location | EventID: 11 | Process: C:\WINDOWS\system32\svchost.exe | PID: 48504 | TargetFile: C:\Users\Swaraj\AppData\Local\Comms\Unistore\data\temp\TempIds90000d000000000201b5.dat | Technique: T1020 - Automated Exfiltration
[2025-08-10 23:32:13] [INFO] OT file moved to potential staging location | EventID: 11 | Process: C:\WINDOWS\system32\svchost.exe | PID: 48504 | TargetFile: C:\Users\Swaraj\AppData\Local\Comms\Unistore\data\temp\TempIds90000d000000000201a8.dat | Technique: T1020 - Automated Exfiltration
[2025-08-10 23:32:13] [INFO] OT file moved to potential staging location | EventID: 11 | Process: C:\WINDOWS\system32\svchost.exe | PID: 48504 | TargetFile: C:\Users\Swaraj\AppData\Local\Comms\Unistore\data\temp\TempIds90000d000000000200ff.dat | Technique: T1020 - Automated Exfiltration
[2025-08-10 23:32:13] [INFO] OT file moved to potential staging location | EventID: 11 | Process: C:\Program Files\WindowsApps\microsoft.windowscommunicationsapps_16005.14326.21854.0_x64__8wekyb3d8bbwe\HxTsr.exe | PID: 50488 | TargetFile: C:\Users\Swaraj\AppData\Local\Packages\microsoft.windowscommunicationsapps_8wekyb3d8bbwe\AC\Temp\mat-debug-50488.log | Technique: T1020 - Automated Exfiltration
[2025-08-10 23:32:51] [INFO] OT file moved to potential staging location | EventID: 11 | Process: C:\WINDOWS\system32\backgroundTaskHost.exe | PID: 42960 | TargetFile: C:\Users\Swaraj\AppData\Local\Packages\Microsoft.WindowsFeedbackHub_8wekyb3d8bbwe\TempState\FBHubApp_20250810T233147_cb02fc34-2c70-4398-aa06-e662665fa97d.log | Technique: T1020 - Automated Exfiltration
[2025-08-10 23:32:55] [INFO] DNS query to cloud service domain | EventID: 22 | Process: <unknown process> | PID: 11516 | Technique: T1567 - Exfiltration Over Web Service | Additional: QueryName:github.com|Domain:github.com
[2025-08-10 23:36:20] [INFO] DNS query to cloud service domain | EventID: 22 | Process: <unknown process> | PID: 55484 | Technique: T1567 - Exfiltration Over Web Service | Additional: QueryName:github.com|Domain:github.com
[2025-08-10 23:38:00] [INFO] OT file moved to potential staging location | EventID: 11 | Process: C:\WINDOWS\Explorer.EXE | PID: 40404 | TargetFile: C:\Users\Swaraj\AppData\Local\Temp\xml_file (312).xml | Technique: T1020 - Automated Exfiltration
[2025-08-10 23:38:00] [INFO] OT file moved to potential staging location | EventID: 11 | Process: C:\WINDOWS\Explorer.EXE | PID: 40404 | TargetFile: C:\Users\Swaraj\AppData\Local\Temp\xml_file (311).xml | Technique: T1020 - Automated Exfiltration
[2025-08-10 23:39:08] [INFO] OT file moved to potential staging location | EventID: 11 | Process: C:\WINDOWS\Explorer.EXE | PID: 40404 | TargetFile: C:\Users\Swaraj\AppData\Local\Temp\xml_file (314).xml | Technique: T1020 - Automated Exfiltration
[2025-08-10 23:39:08] [INFO] OT file moved to potential staging location | EventID: 11 | Process: C:\WINDOWS\Explorer.EXE | PID: 40404 | TargetFile: C:\Users\Swaraj\AppData\Local\Temp\xml_file (313).xml | Technique: T1020 - Automated Exfiltration
[2025-08-10 23:39:11] [INFO] DNS query to cloud service domain | EventID: 22 | Process: <unknown process> | PID: 55696 | Technique: T1567 - Exfiltration Over Web Service | Additional: QueryName:github.com|Domain:github.com
[2025-08-10 23:40:17] [INFO] OT file moved to potential staging location | EventID: 11 | Process: C:\WINDOWS\Explorer.EXE | PID: 40404 | TargetFile: C:\Users\Swaraj\AppData\Local\Temp\xml_file (316).xml | Technique: T1020 - Automated Exfiltration
[2025-08-10 23:40:17] [INFO] OT file moved to potential staging location | EventID: 11 | Process: C:\WINDOWS\Explorer.EXE | PID: 40404 | TargetFile: C:\Users\Swaraj\AppData\Local\Temp\xml_file (315).xml | Technique: T1020 - Automated Exfiltration
[2025-08-10 23:42:00] [INFO] OT file moved to potential staging location | EventID: 11 | Process: C:\WINDOWS\Explorer.EXE | PID: 40404 | TargetFile: C:\Users\Swaraj\AppData\Local\Temp\xml_file (318).xml | Technique: T1020 - Automated Exfiltration
[2025-08-10 23:42:00] [INFO] OT file moved to potential staging location | EventID: 11 | Process: C:\WINDOWS\Explorer.EXE | PID: 40404 | TargetFile: C:\Users\Swaraj\AppData\Local\Temp\xml_file (317).xml | Technique: T1020 - Automated Exfiltration
[2025-08-10 23:42:03] [INFO] DNS query to cloud service domain | EventID: 22 | Process: <unknown process> | PID: 14780 | Technique: T1567 - Exfiltration Over Web Service | Additional: QueryName:github.com|Domain:github.com
[2025-08-10 23:45:28] [INFO] DNS query to cloud service domain | EventID: 22 | Process: <unknown process> | PID: 14092 | Technique: T1567 - Exfiltration Over Web Service | Additional: QueryName:github.com|Domain:github.com
[2025-08-10 23:48:20] [INFO] OT file moved to potential staging location | EventID: 11 | Process: C:\WINDOWS\Explorer.EXE | PID: 40404 | TargetFile: C:\Users\Swaraj\AppData\Local\Temp\xml_file (320).xml | Technique: T1020 - Automated Exfiltration
[2025-08-10 23:48:20] [INFO] OT file moved to potential staging location | EventID: 11 | Process: C:\WINDOWS\Explorer.EXE | PID: 40404 | TargetFile: C:\Users\Swaraj\AppData\Local\Temp\xml_file (319).xml | Technique: T1020 - Automated Exfiltration
[2025-08-10 23:48:20] [INFO] OT file moved to potential staging location | EventID: 11 | Process: C:\Program Files\WindowsApps\MSTeams_25185.410.3812.8024_x64__8wekyb3d8bbwe\ms-teamsupdate.exe | PID: 56764 | TargetFile: C:\Users\Swaraj\AppData\Local\Temp\mat-debug-56764.log | Technique: T1020 - Automated Exfiltration
[2025-08-10 23:48:24] [INFO] DNS query to cloud service domain | EventID: 22 | Process: C:\Program Files\McAfee\WPS\1.31.148.1\mc-fw-host.exe | PID: 4376 | Technique: T1567 - Exfiltration Over Web Service | Additional: QueryName:content-autofill.googleapis.com|Domain:googleapis
[2025-08-10 23:48:24] [INFO] DNS query to cloud service domain | EventID: 22 | Process: C:\Program Files\Google\Chrome\Application\chrome.exe | PID: 46328 | Technique: T1567 - Exfiltration Over Web Service | Additional: QueryName:content-autofill.googleapis.com|Domain:googleapis
[2025-08-10 23:48:24] [INFO] DNS query to cloud service domain | EventID: 22 | Process: C:\Program Files\McAfee\WPS\1.31.148.1\mc-fw-host.exe | PID: 4376 | Technique: T1567 - Exfiltration Over Web Service | Additional: QueryName:optimizationguide-pa.googleapis.com|Domain:googleapis
[2025-08-10 23:48:24] [INFO] DNS query to cloud service domain | EventID: 22 | Process: C:\Program Files\Google\Chrome\Application\chrome.exe | PID: 46328 | Technique: T1567 - Exfiltration Over Web Service | Additional: QueryName:optimizationguide-pa.googleapis.com|Domain:googleapis
[2025-08-10 23:51:19] [INFO] DNS query to cloud service domain | EventID: 22 | Process: <unknown process> | PID: 9484 | Technique: T1567 - Exfiltration Over Web Service | Additional: QueryName:github.com|Domain:github.com
[2025-08-10 23:53:04] [INFO] DNS query to cloud service domain | EventID: 22 | Process: C:\Program Files\McAfee\WPS\1.31.148.1\mc-fw-host.exe | PID: 4376 | Technique: T1567 - Exfiltration Over Web Service | Additional: QueryName:update.googleapis.com|Domain:googleapis
[2025-08-10 23:53:04] [INFO] DNS query to cloud service domain | EventID: 22 | Process: C:\Program Files (x86)\Google\GoogleUpdater\140.0.7273.0\updater.exe | PID: 42772 | Technique: T1567 - Exfiltration Over Web Service | Additional: QueryName:update.googleapis.com|Domain:googleapis
[2025-08-10 23:53:36] [INFO] OT file moved to potential staging location | EventID: 11 | Process: C:\WINDOWS\Explorer.EXE | PID: 40404 | TargetFile: C:\Users\Swaraj\AppData\Local\Temp\xml_file (322).xml | Technique: T1020 - Automated Exfiltration
[2025-08-10 23:53:36] [INFO] OT file moved to potential staging location | EventID: 11 | Process: C:\WINDOWS\Explorer.EXE | PID: 40404 | TargetFile: C:\Users\Swaraj\AppData\Local\Temp\xml_file (321).xml | Technique: T1020 - Automated Exfiltration
[2025-08-10 23:53:41] [INFO] Stopping Exfiltration monitoring...
[2025-08-10 23:53:41] [INFO] === Exfiltration Monitoring Summary ===
[2025-08-10 23:53:41] [INFO] Monitoring Duration: 00:49:01.7089497
[2025-08-10 23:53:41] [INFO] Total Detections by Technique:
[2025-08-10 23:53:41] [INFO]   T1567 - Exfiltration Over Web Service : 22 events
[2025-08-10 23:53:41] [INFO]   T1020 - Automated Exfiltration : 139 events
[2025-08-10 23:53:41] [INFO] === End Summary ===
[2025-08-10 23:53:41] [INFO] Exfiltration Logger stopped at 08/10/2025 23:53:41
